Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2025-2026,Stiven Rodrigues,Benfica,"M (R), AM (RL)",,17.0,,Full Contract,CPV,950000.0,5600000.0,146000.0,11/2/2025,6/30/2028,0.0,,,32.0,0.0,32.0,0.0,6.0,6.98,13.0,1.0,1.0,Future Prospect,,Temperamental,10.0,,Increased,,,Average,10.0,2.0,9.0,12.0,8.0,12.0,9.0,2.0,3.0,12.0,7.0,11.0,10.0,13.0,10.0,2.0,10.0,12.0,12.0,12.0,1.0,11.0,9.0,3.0,14.0,8.0,9.0,7.0,17.0,11.0,3.0,11.0,9.0,8.0,7.0,1.0,2.0,2.0,11.0,9.0,8.0,10.0,13.0,4.0,14.0,14.0,167.0,5.22,0.19,8.0,0.25,0.19,6.0,53.0,1.66,,22.0,292.0,9.12,58.0,1.81,249.4,7.8,32.0,1.0,0.11,,,,0.0,0.0,1.91,106.0,3.31,63.0,14.44,60.0,1.88,0.47,51.0,1.59,1.0,0.03,0.0,7.0,20.0,140.0,4.38,31.0,0.97,42.0,1.31,84.0,1468.0,45.88,1230.0,38.44,16.03,10.69,234.0,7.31,77.0,2.41,179.0,5.59,,,,,19.0,15.0,0.47,0.16,7.0,0.22,37.0,0.59,77.0,91.0,70.0,2.19,,,5.69,0.18,-2.07,0.06,28.0,48.0,50.0,9.0,7.0,97.0,16.0,,,,,,,,,,2880.0,90.0,,,2.07,0.06,0.0,,,,0.0,,1.78,,51.0,,1.16,1.59,,2.07,34.0,,,
2025-2026,Iseppe,Benfica,"AM (C), ST (C)",,20.0,Rst,Full Contract,BRA,14000000.0,16500000.0,250000.0,7/1/2024,6/30/2027,4300000.0,,,,,,,,,,,,Breakthrough Prospect,,Fairly Determined,16.0,,High,,,Above Average,14.0,1.0,8.0,15.0,13.0,14.0,8.0,2.0,3.0,14.0,10.0,11.0,11.0,12.0,13.0,4.0,13.0,14.0,13.0,13.0,1.0,10.0,5.0,2.0,10.0,12.0,7.0,7.0,13.0,14.0,1.0,13.0,13.0,12.0,9.0,1.0,2.0,2.0,13.0,11.0,7.0,12.0,14.0,3.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,8.0,21.0,
2025-2026,João Capucho,Torreense,D/WB (L),,19.0,,Full Contract,POR,1200000.0,3600000.0,77500.0,6/6/2025,6/30/2029,4000.0,,,25.0,0.0,25.0,0.0,1.0,6.86,2.0,0.0,0.0,Out On Loan,Trained at club (15-21),Resolute,15.0,,,,,Below Average,14.0,4.0,9.0,14.0,14.0,13.0,10.0,1.0,2.0,12.0,12.0,8.0,12.0,12.0,10.0,2.0,7.0,11.0,12.0,7.0,2.0,7.0,10.0,1.0,9.0,9.0,6.0,8.0,13.0,11.0,2.0,14.0,9.0,6.0,12.0,2.0,2.0,2.0,12.0,13.0,10.0,12.0,10.0,2.0,12.0,12.0,101.0,4.14,0.04,27.0,1.11,0.08,2.0,27.0,1.11,,13.0,69.0,2.83,9.0,0.37,183.4,7.5,32.0,1.31,0.19,,,,0.0,0.0,1.48,65.0,2.66,64.0,13.69,57.0,2.34,0.04,20.0,0.82,3.0,0.12,0.0,0.0,13.0,69.0,2.83,9.0,0.37,20.0,0.82,90.0,1195.0,48.98,1076.0,44.1,14.14,14.3,247.0,10.12,78.0,3.2,151.0,6.19,,,,,7.0,15.0,0.61,0.08,0.0,0.0,0.0,0.29,78.0,92.0,72.0,2.95,,,1.6,0.07,-1.32,0.05,30.0,24.0,28.0,10.0,8.0,,7.0,,,,,,,,,,2196.0,87.84,,,1.32,0.05,0.0,,,,0.0,,1.24,,22.0,,1.15,0.9,,1.32,54.0,53.0,,
2025-2026,Michée Ndembi,AVS SAD,D (C),,18.0,,Full Contract,BEL,8000000.0,10000000.0,203000.0,6/7/2025,6/30/2028,0.0,,,32.0,0.0,32.0,3.0,1.0,6.94,7.0,2.0,1.0,Out On Loan,,Fairly Professional,14.0,,Increased,,,Below Average,14.0,2.0,11.0,14.0,13.0,13.0,12.0,1.0,3.0,11.0,12.0,3.0,7.0,11.0,8.0,1.0,6.0,9.0,12.0,5.0,1.0,11.0,13.0,2.0,7.0,5.0,5.0,11.0,16.0,7.0,3.0,14.0,8.0,6.0,12.0,2.0,2.0,3.0,12.0,12.0,12.0,11.0,9.0,1.0,11.0,12.0,230.0,7.53,0.03,12.0,0.39,0.13,4.0,48.0,1.57,38.0,,3.0,0.1,0.0,0.0,213.3,7.0,8.0,0.26,0.2,,,,0.0,0.0,2.36,158.0,5.17,69.0,4.06,53.0,1.73,0.69,6.0,0.2,6.0,0.2,0.0,1.0,0.0,3.0,0.1,0.0,0.0,6.0,0.2,84.0,1724.0,56.42,1454.0,47.59,6.25,15.68,118.0,3.86,36.0,1.18,129.0,4.22,,,,,8.0,19.0,0.62,0.13,5.0,0.16,63.0,0.26,71.0,49.0,35.0,1.15,916.67,,1.07,0.04,1.44,0.05,1.0,29.0,53.0,7.0,8.0,,17.0,,,0.1,,,,,,,2750.0,85.94,,1988.0,1.56,0.05,0.0,,,,0.0,,1.81,,54.0,,1.11,1.77,,1.56,67.0,60.0,3.0,1.0
2025-2026,Ian Subiabre,Benfica,AM (RLC),,19.0,Loa,Full Contract,ARG,6200000.0,8800000.0,359000.0,1/2/2026,6/30/2030,9750000.0,,,,,,,,,,,,Breakthrough Prospect,,Balanced,10.0,,High,,,Above Average,15.0,1.0,6.0,14.0,8.0,16.0,6.0,2.0,3.0,11.0,6.0,10.0,12.0,12.0,14.0,2.0,14.0,12.0,15.0,8.0,3.0,10.0,6.0,3.0,12.0,12.0,8.0,5.0,16.0,13.0,1.0,13.0,15.0,4.0,5.0,2.0,3.0,1.0,14.0,9.0,9.0,9.0,10.0,3.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,2.0,
2025-2026,Yasin Özcan,Benfica,D (LC),DCL,20.0,,Full Contract,TUR,28000000.0,37000000.0,3305000.0,2/24/2026,6/30/2030,9500000.0,,,44.0,19.0,25.0,1.0,2.0,6.97,5.0,0.0,0.0,Squad Player,,Resolute,15.0,,Low,2.0,1.0,Average,14.0,2.0,10.0,15.0,14.0,13.0,11.0,3.0,1.0,14.0,13.0,4.0,8.0,15.0,9.0,3.0,6.0,12.0,10.0,3.0,3.0,13.0,13.0,2.0,14.0,13.0,11.0,15.0,15.0,9.0,2.0,13.0,12.0,9.0,13.0,1.0,3.0,3.0,15.0,14.0,13.0,13.0,12.0,3.0,13.0,13.0,144.0,5.56,0.08,15.0,0.58,0.23,6.0,14.0,0.54,8.0,13.0,58.0,2.24,8.0,0.31,204.5,7.9,41.0,1.58,0.07,,,,0.0,1.0,1.47,106.0,4.09,74.0,12.81,64.0,2.47,0.35,16.0,0.62,5.0,0.19,0.0,1.0,14.0,58.0,2.24,8.0,0.31,16.0,0.62,90.0,1612.0,62.21,1457.0,56.23,8.84,13.39,197.0,7.6,58.0,2.24,180.0,6.95,,,,,12.0,6.0,0.23,0.08,7.0,0.27,58.0,0.46,89.0,87.0,77.0,2.97,2332.0,,1.57,0.06,0.16,0.03,15.0,17.0,80.0,5.0,4.0,,35.0,,,0.04,0.0,7.3,,,,6.8,2332.0,53.0,,684.0,0.84,0.03,0.0,,,,0.0,,2.5,,67.0,,0.62,2.59,,0.84,105.0,77.0,4.0,4.0
2025-2026,João Fonseca,Famalicão,D (C),,19.0,Int,Full Contract,POR,21000000.0,25000000.0,203000.0,7/28/2024,6/30/2027,0.0,,,27.0,0.0,27.0,3.0,0.0,7.12,3.0,1.0,1.0,Out On Loan,Trained at club (15-21),Resolute,16.0,,,,,Below Average,14.0,1.0,13.0,14.0,13.0,14.0,13.0,3.0,3.0,12.0,13.0,4.0,7.0,13.0,9.0,2.0,6.0,10.0,9.0,5.0,2.0,13.0,15.0,2.0,13.0,6.0,7.0,13.0,15.0,9.0,3.0,15.0,12.0,8.0,13.0,3.0,3.0,2.0,12.0,14.0,12.0,13.0,11.0,2.0,12.0,14.0,207.0,7.92,,11.0,0.42,,0.0,35.0,1.34,13.0,25.0,4.0,0.15,1.0,0.04,184.2,7.1,1.0,0.04,0.08,,,,0.0,1.0,1.68,163.0,6.24,79.0,4.29,56.0,2.14,1.23,3.0,0.11,17.0,0.65,0.0,0.0,25.0,4.0,0.15,1.0,0.04,3.0,0.11,92.0,1465.0,56.08,1348.0,51.6,5.13,11.37,70.0,2.68,22.0,0.84,101.0,3.87,,,,,23.0,10.0,0.38,0.15,10.0,0.38,43.0,0.88,82.0,62.0,51.0,1.95,783.67,,1.56,0.06,1.18,0.07,0.0,13.0,33.0,10.0,8.0,,9.0,,,0.11,,,,,,,2351.0,87.07,,557.0,1.82,0.07,0.0,,,,0.0,,1.37,,34.0,,1.19,1.3,,1.82,66.0,65.0,3.0,3.0
2025-2026,André Moreira,Belenenses,GK,,19.0,,Full Contract,POR,1300000.0,6000000.0,104000.0,8/3/2024,6/30/2027,0.0,,,32.0,0.0,32.0,0.0,0.0,6.74,0.0,0.0,2.0,Out On Loan,Trained at club (15-21),Fairly Professional,14.0,,,,,Below Average,12.0,13.0,7.0,14.0,11.0,14.0,8.0,13.0,13.0,11.0,11.0,3.0,1.0,10.0,3.0,11.0,3.0,10.0,8.0,4.0,10.0,6.0,13.0,11.0,8.0,1.0,2.0,1.0,14.0,6.0,14.0,11.0,11.0,3.0,11.0,10.0,13.0,9.0,12.0,13.0,3.0,12.0,9.0,11.0,11.0,13.0,,,,,,,0.0,,8.78,,,,,,,104.4,3.3,0.0,,0.0,2.03,0.06,89.0,,,,,,,0.0,2.0,0.06,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,52.0,749.0,23.41,388.0,12.12,9.5,3.84,0.0,0.0,0.0,0.0,2.0,0.06,75.0,30.0,63.0,19.0,0.0,,,,,,,,38.0,8.0,3.0,0.09,,0.25,0.0,0.0,0.0,0.0,12.0,0.0,25.0,11.0,13.0,,8.0,40.0,1.25,,,,,,,,2880.0,90.0,43.0,,0.0,0.0,0.0,8.0,3.0,38.0,0.0,,1.09,8.0,35.0,40.0,1.25,1.09,3.0,0.0,53.0,53.0,3.0,3.0
2025-2026,David Ozoh,Rio Ave,"DM, M (C)",,21.0,Inj,Full Contract,ENG,6000000.0,7600000.0,1659000.0,7/1/2025,6/30/2030,16000000.0,,,22.0,0.0,22.0,0.0,1.0,6.94,2.0,2.0,0.0,Out On Loan,,Resolute,15.0,A torn hamstring,,,,Below Average,15.0,3.0,12.0,14.0,13.0,14.0,12.0,3.0,1.0,12.0,11.0,7.0,7.0,11.0,11.0,1.0,7.0,10.0,9.0,7.0,3.0,9.0,14.0,4.0,10.0,7.0,8.0,11.0,15.0,12.0,1.0,14.0,11.0,5.0,13.0,3.0,2.0,3.0,16.0,14.0,12.0,14.0,13.0,2.0,11.0,16.0,90.0,4.6,0.05,9.0,0.46,0.2,4.0,22.0,1.13,,,12.0,0.61,0.0,0.0,160.5,8.2,22.0,1.13,0.09,,,,0.0,0.0,1.53,60.0,3.07,67.0,8.95,41.0,2.1,0.72,15.0,0.77,1.0,0.05,0.0,1.0,0.0,12.0,0.61,0.0,0.0,15.0,0.77,89.0,1191.0,60.94,1061.0,54.29,7.62,10.18,185.0,9.47,51.0,2.61,96.0,4.91,,,,,17.0,6.0,0.31,0.46,6.0,0.31,35.0,0.87,83.0,63.0,52.0,2.66,,,1.37,0.07,-1.45,0.07,8.0,31.0,41.0,6.0,7.0,,9.0,,,,,,,,,,1759.0,79.95,,,1.45,0.07,0.0,,,,0.0,,1.5,,30.0,,1.07,1.53,,1.45,99.0,97.0,3.0,3.0
2025-2026,João Veloso,SLB B,M/AM (C),S3,20.0,Wnt,Full Contract,POR,13000000.0,17000000.0,209000.0,7/10/2023,6/30/2028,0.0,,,29.0,0.0,29.0,10.0,8.0,7.32,0.0,0.0,5.0,Breakthrough Prospect,Trained at club (15-21),Spirited,15.0,,Low,,,,14.0,3.0,10.0,14.0,14.0,14.0,10.0,3.0,3.0,14.0,11.0,9.0,11.0,14.0,13.0,3.0,10.0,14.0,16.0,10.0,3.0,7.0,11.0,3.0,10.0,13.0,3.0,10.0,15.0,14.0,2.0,14.0,14.0,9.0,10.0,3.0,4.0,4.0,13.0,13.0,9.0,12.0,14.0,2.0,17.0,11.0,112.0,3.88,0.28,4.0,0.14,0.69,20.0,11.0,0.38,17.0,24.0,35.0,1.21,7.0,0.24,245.3,8.5,52.0,1.8,0.15,,,,9.0,2.0,2.18,49.0,1.7,44.0,15.46,44.0,1.52,0.03,40.0,1.39,2.0,0.07,1.0,2.0,20.0,25.0,0.87,6.0,0.21,35.0,1.21,86.0,1626.0,56.35,1404.0,48.66,10.57,6.03,309.0,10.71,77.0,2.67,158.0,5.48,,,,,58.0,0.0,0.0,0.87,24.0,0.83,41.0,2.01,72.0,46.0,33.0,1.14,259.7,,7.86,0.27,1.48,0.3,44.0,17.0,48.0,7.0,8.0,,14.0,,,0.35,,,,,,,2597.0,89.55,,456.0,7.72,0.27,1.0,,,,1.0,100.0,1.69,,59.0,,1.46,2.04,,8.52,76.0,75.0,15.0,15.0
2025-2026,Gianluca Prestianni,Benfica,"M (C), AM (RLC)",,20.0,Loa,Full Contract,ARG,6600000.0,7600000.0,1086000.0,1/31/2024,6/30/2029,11250000.0,,,,,,,,,,,,Breakthrough Prospect,,Balanced,13.0,,Normal,,,Below Average,13.0,2.0,12.0,15.0,13.0,13.0,13.0,3.0,4.0,13.0,12.0,11.0,11.0,14.0,15.0,2.0,10.0,13.0,14.0,10.0,2.0,6.0,5.0,2.0,5.0,12.0,5.0,5.0,12.0,13.0,3.0,12.0,13.0,11.0,10.0,1.0,1.0,2.0,13.0,9.0,7.0,13.0,13.0,2.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,58.0,7.0,4.0
2025-2026,Orkun Kökçü,Benfica,"DM, M/AM (C)",,25.0,Inj,Full Contract,TUR,34000000.0,45000000.0,4992000.0,12/13/2024,6/30/2029,27000000.0,,,23.0,12.0,11.0,4.0,4.0,7.05,0.0,0.0,1.0,Impact Sub,,Fairly Determined,15.0,A broken lower leg,High,6.0,1.0,Average,12.0,1.0,7.0,13.0,10.0,14.0,9.0,3.0,2.0,16.0,12.0,15.0,14.0,16.0,13.0,3.0,12.0,14.0,13.0,14.0,2.0,7.0,8.0,1.0,14.0,16.0,9.0,7.0,16.0,15.0,2.0,14.0,16.0,15.0,7.0,4.0,3.0,3.0,13.0,12.0,6.0,12.0,16.0,2.0,17.0,10.0,35.0,3.06,0.35,1.0,0.09,0.79,9.0,2.0,0.17,17.0,11.0,86.0,7.52,16.0,1.4,98.1,8.6,20.0,1.75,0.13,,,,11.0,2.0,2.1,11.0,0.96,31.0,13.64,21.0,1.84,0.0,34.0,2.97,1.0,0.09,0.0,5.0,19.0,9.0,0.79,1.0,0.09,16.0,1.4,86.0,629.0,55.01,538.0,47.06,13.21,5.86,100.0,8.75,31.0,2.71,55.0,4.81,,,,,24.0,0.0,0.0,1.49,10.0,0.87,42.0,2.1,83.0,23.0,19.0,1.66,257.25,,3.22,0.28,0.98,0.26,22.0,13.0,96.0,0.0,1.0,,22.0,,,0.35,2.0,6.96,,,,,1029.0,44.74,,102.0,2.22,0.19,1.0,,,,1.0,100.0,2.87,,29.0,,0.35,2.54,,3.02,214.0,175.0,41.0,37.0
2025-2026,Angelo Inocêncio,Benfica,D (C),S8,17.0,,Full Contract,POR,1900000.0,3400000.0,157000.0,8/3/2025,6/30/2028,0.0,,,2.0,0.0,2.0,0.0,0.0,6.45,0.0,0.0,0.0,Future Prospect,Trained in nation (15-21),Balanced,14.0,,Low,,,Above Average,10.0,1.0,10.0,11.0,11.0,11.0,17.0,3.0,1.0,10.0,11.0,5.0,3.0,11.0,5.0,2.0,7.0,7.0,3.0,4.0,2.0,10.0,15.0,1.0,9.0,3.0,3.0,8.0,10.0,7.0,1.0,9.0,7.0,6.0,12.0,1.0,2.0,2.0,14.0,12.0,13.0,10.0,11.0,2.0,8.0,11.0,8.0,4.0,,0.0,,,0.0,1.0,0.5,,,2.0,1.0,0.0,0.0,6.3,3.2,0.0,,0.0,,,,0.0,0.0,0.5,7.0,3.5,88.0,1.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.5,80.0,75.0,37.5,60.0,30.0,2.0,4.0,3.0,1.5,1.0,0.5,4.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,3.0,3.0,1.5,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,180.0,90.0,,,0.0,0.0,0.0,,,,0.0,,1.3,,0.0,,1.0,0.0,,0.0,36.0,32.0,1.0,
2025-2026,João Oliveira,Benfica,ST (C),S7,18.0,Loa,Full Contract,POR,250000.0,1500000.0,138000.0,3/15/2025,6/30/2027,0.0,,,8.0,0.0,8.0,0.0,1.0,6.61,1.0,0.0,0.0,Breakthrough Prospect,Trained at club (15-21),Fairly Professional,11.0,,Low,,,Average,13.0,1.0,10.0,12.0,10.0,9.0,5.0,1.0,3.0,12.0,6.0,4.0,7.0,12.0,13.0,3.0,13.0,13.0,16.0,6.0,3.0,9.0,13.0,3.0,6.0,6.0,4.0,2.0,10.0,14.0,1.0,10.0,8.0,8.0,5.0,3.0,1.0,1.0,11.0,8.0,3.0,8.0,15.0,1.0,9.0,5.0,55.0,7.38,0.13,3.0,0.4,,0.0,6.0,0.8,,,0.0,0.0,0.0,0.0,44.7,6.0,2.0,0.27,0.12,,,,0.0,0.0,2.41,37.0,4.96,67.0,4.83,11.0,1.48,0.4,2.0,0.27,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.27,81.0,310.0,41.58,250.0,33.53,6.04,6.3,23.0,3.08,7.0,0.94,19.0,2.55,,,,,11.0,0.0,0.0,0.13,5.0,0.67,45.0,1.48,100.0,6.0,6.0,0.8,,,0.1,0.01,-1.35,0.18,5.0,10.0,38.0,3.0,2.0,1.0,3.0,,,,,,,,,,671.0,83.88,,,1.35,0.18,0.0,,,,0.0,,1.5,,6.0,,0.8,0.8,,1.35,16.0,9.0,3.0,3.0
2025-2026,Victor Saraiva,Benfica,D (C),S5,18.0,,Full Contract,POR,750000.0,5200000.0,159000.0,12/2/2024,6/30/2027,0.0,,,,,,,,,,,,Breakthrough Prospect,Trained at club (15-21),Balanced,13.0,,High,,,Below Average,14.0,2.0,10.0,14.0,11.0,13.0,10.0,3.0,3.0,10.0,12.0,6.0,9.0,12.0,9.0,3.0,7.0,10.0,10.0,7.0,3.0,11.0,13.0,2.0,8.0,7.0,7.0,13.0,15.0,11.0,1.0,14.0,12.0,7.0,11.0,2.0,1.0,4.0,11.0,13.0,11.0,12.0,11.0,1.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,13.0,,
2025-2026,Dinis Telehovschi,Benfica,"DM, M (C)",S12,19.0,Wnt,Full Contract,POR,8400000.0,9600000.0,163000.0,6/7/2025,6/30/2028,0.0,,,6.0,0.0,6.0,0.0,0.0,6.38,0.0,0.0,0.0,Future Prospect,Trained at club (15-21),Resolute,16.0,,Low,,,Below Average,12.0,1.0,13.0,12.0,12.0,12.0,12.0,3.0,3.0,10.0,13.0,6.0,8.0,11.0,10.0,2.0,8.0,11.0,13.0,7.0,3.0,7.0,11.0,3.0,10.0,9.0,6.0,12.0,15.0,9.0,1.0,13.0,12.0,8.0,11.0,3.0,1.0,1.0,11.0,12.0,11.0,12.0,11.0,1.0,13.0,12.0,28.0,4.67,,1.0,0.17,0.5,3.0,3.0,0.5,,100.0,1.0,0.17,1.0,0.17,37.8,6.3,3.0,0.5,0.06,,,,0.0,0.0,2.83,11.0,1.83,39.0,6.5,5.0,0.83,0.5,2.0,0.33,0.0,0.0,0.0,0.0,100.0,1.0,0.17,1.0,0.17,2.0,0.33,83.0,273.0,45.5,226.0,37.67,4.0,15.17,37.0,6.17,7.0,1.17,15.0,2.5,,,,,4.0,1.0,0.17,0.33,1.0,0.17,25.0,0.67,100.0,9.0,9.0,1.5,,,1.01,0.17,-0.25,0.04,2.0,12.0,67.0,1.0,1.0,1.0,4.0,,,,,,,,,,540.0,90.0,,,0.25,0.04,0.0,,,,0.0,,1.9,,8.0,,0.83,1.33,,0.25,65.0,54.0,2.0,2.0
2025-2026,André Vakulyuk,Länk FC Vilaverdense,"DM, M (C)",,19.0,,Full Contract,UKR,28000.0,60000.0,83500.0,3/20/2024,6/30/2026,6250.0,,,34.0,1.0,33.0,2.0,1.0,6.77,1.0,0.0,1.0,Out On Loan,Trained at club (15-21),Balanced,9.0,,,,,Below Average,13.0,4.0,11.0,13.0,12.0,14.0,10.0,1.0,1.0,11.0,10.0,6.0,8.0,13.0,8.0,1.0,7.0,11.0,12.0,7.0,1.0,9.0,12.0,3.0,7.0,12.0,6.0,10.0,15.0,10.0,1.0,14.0,11.0,5.0,10.0,2.0,1.0,3.0,11.0,13.0,10.0,10.0,12.0,2.0,13.0,11.0,115.0,4.49,0.04,13.0,0.51,0.12,3.0,46.0,1.8,15.0,33.0,15.0,0.59,5.0,0.2,211.8,8.3,16.0,0.62,0.12,,,,0.0,0.0,2.19,59.0,2.3,51.0,10.03,42.0,1.64,0.51,33.0,1.29,1.0,0.04,0.0,1.0,33.0,15.0,0.59,5.0,0.2,33.0,1.29,89.0,1307.0,51.01,1159.0,45.23,8.04,10.58,235.0,9.17,60.0,2.34,124.0,4.84,,,,,13.0,3.0,0.12,0.16,4.0,0.16,31.0,0.51,75.0,56.0,42.0,1.64,1153.0,,1.85,0.07,0.44,0.06,14.0,27.0,15.0,11.0,18.0,,5.0,,,0.08,,,,,,,2306.0,67.82,,2106.0,1.56,0.06,0.0,,,,0.0,,0.76,,23.0,,1.37,0.9,,1.56,59.0,58.0,3.0,3.0
2025-2026,Jair Monteiro,Belenenses,ST (C),,19.0,,Full Contract,POR,600000.0,1300000.0,116000.0,8/3/2024,6/30/2027,9250.0,,,17.0,0.0,17.0,6.0,0.0,6.79,1.0,0.0,1.0,Out On Loan,Trained at club (15-21),Fairly Professional,13.0,,,,,Below Average,13.0,1.0,9.0,14.0,12.0,14.0,9.0,1.0,3.0,12.0,12.0,8.0,9.0,11.0,11.0,1.0,13.0,12.0,13.0,6.0,1.0,12.0,13.0,2.0,8.0,10.0,5.0,7.0,15.0,13.0,2.0,12.0,9.0,10.0,11.0,4.0,2.0,3.0,12.0,13.0,7.0,9.0,11.0,1.0,11.0,9.0,175.0,10.78,,1.0,0.06,0.18,3.0,6.0,0.37,12.0,,11.0,0.68,0.0,0.0,117.3,7.2,16.0,0.99,0.11,,,,0.0,1.0,7.33,56.0,3.45,32.0,6.22,24.0,1.48,0.18,11.0,0.68,0.0,0.0,0.0,12.0,0.0,11.0,0.68,0.0,0.0,11.0,0.68,86.0,370.0,22.79,320.0,19.71,17.13,2.59,99.0,6.1,25.0,1.54,15.0,0.92,,,,,51.0,0.0,0.0,1.05,24.0,1.48,47.0,3.14,80.0,25.0,20.0,1.23,243.5,,0.63,0.04,0.3,0.35,43.0,17.0,35.0,4.0,7.0,,6.0,,,0.37,,,,,,,1461.0,85.94,,88.0,5.7,0.35,0.0,,,,0.0,,1.29,,18.0,,1.11,1.11,,5.7,49.0,49.0,14.0,14.0
