Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2027-2028,Tiago Freitas,Watford,"M (C), AM (RC)",,21,,Full Contract,POR,7800000.0,10000000.0,198000.0,1/3/2025,6/30/2029,0.0,,,45.0,7.0,38.0,4.0,6.0,6.9,1.0,0.0,3.0,Out On Loan,Trained at club (15-21),Fairly Professional,14,,High,,,Average,15,2,11,14,12,14,9,3,3,14,12,11,10,14,15,4,11,13,16,10,3,8,12,1,10,10,4,11,16,13,1,15,15,10,11,3,3,2,12,12,9,11,15,1,15,12,129.0,4.03,0.19,15.0,0.47,0.31,10.0,27.0,0.84,14.0,13.0,15.0,0.47,2.0,0.06,251.2,7.8,36.0,1.12,0.12,,,,2.0,0.0,1.91,68.0,2.12,53.0,9.97,56.0,1.75,0.03,44.0,1.37,2.0,0.06,0.0,2.0,13.0,15.0,0.47,2.0,0.06,44.0,1.37,88.0,1390.0,43.42,1221.0,38.14,12.75,11.0,358.0,11.18,90.0,2.81,109.0,3.41,,,,,28.0,2.0,0.06,0.28,13.0,0.41,46.0,0.87,75.0,75.0,56.0,1.75,720.25,,5.77,0.18,0.55,0.11,29.0,28.0,42.0,15.0,11.0,,19.0,,,0.12,,,,,,,2881.0,64.02,,44.0,3.45,0.11,0.0,,,,0.0,,1.6,,40.0,,0.91,1.25,,3.45,151.0,147.0,24.0,23.0
2027-2028,André Gomes,Cádiz,M/AM (C),,22,Trv,Full Contract,POR,19500000.0,22000000.0,520000.0,6/4/2026,6/30/2031,1000000.0,,,38.0,7.0,31.0,4.0,4.0,6.95,0.0,0.0,3.0,Out On Loan,Trained at club (15-21),Fairly Professional,14,,Low,,,Below Average,15,2,8,16,13,15,8,2,2,14,12,12,11,15,13,2,11,15,14,12,2,8,9,3,11,12,4,11,14,15,2,14,16,11,13,1,2,4,14,13,9,12,15,3,17,12,85.0,3.02,0.14,9.0,0.32,0.32,9.0,24.0,0.85,14.0,10.0,37.0,1.31,5.0,0.18,220.6,7.8,49.0,1.74,0.1,,,,2.0,1.0,1.92,31.0,1.1,36.0,10.9,55.0,1.95,0.04,41.0,1.46,1.0,0.04,0.0,4.0,14.0,19.0,0.67,2.0,0.07,37.0,1.31,88.0,1373.0,48.73,1210.0,42.94,11.32,11.21,321.0,11.39,70.0,2.48,125.0,4.44,,,,,29.0,1.0,0.04,0.35,12.0,0.43,41.0,1.03,88.0,59.0,52.0,1.85,634.0,,4.09,0.15,1.06,0.1,35.0,19.0,39.0,7.0,16.0,,15.0,,,0.14,,,,,,,2536.0,66.74,,329.0,2.94,0.1,1.0,,,,1.0,100.0,1.37,,43.0,,1.42,1.53,,2.94,119.0,108.0,6.0,4.0
2027-2028,David Ozoh,Ipswich,"DM, M (C)",,23,,Full Contract,ENG,1800000.0,3700000.0,1659000.0,7/1/2025,6/30/2030,16000000.0,,,54.0,13.0,41.0,2.0,10.0,6.91,9.0,0.0,2.0,Out On Loan,,Resolute,15,,,,,Below Average,15,3,12,14,13,15,13,3,1,12,11,8,8,12,11,1,8,11,10,7,3,10,15,4,11,8,7,12,15,13,1,15,11,5,13,3,2,3,16,14,13,14,13,2,12,16,188.0,4.54,0.24,21.0,0.51,0.36,15.0,27.0,0.65,6.0,25.0,35.0,0.85,9.0,0.22,324.3,7.8,52.0,1.26,0.1,,,,0.0,0.0,1.55,124.0,2.99,66.0,11.98,95.0,2.29,0.39,43.0,1.04,6.0,0.14,0.0,4.0,26.0,35.0,0.85,9.0,0.22,43.0,1.04,88.0,2031.0,49.04,1784.0,43.08,11.08,15.0,512.0,12.36,138.0,3.33,155.0,3.74,,,,,34.0,7.0,0.17,0.29,11.0,0.27,32.0,0.82,65.0,125.0,81.0,1.96,1863.5,,6.73,0.16,-1.53,0.09,27.0,44.0,54.0,13.0,12.0,,29.0,,,0.05,,,,,,,3727.0,69.02,,3166.0,3.53,0.09,0.0,,,,0.0,,1.85,,64.0,,1.01,1.55,,3.53,196.0,185.0,6.0,5.0
2027-2028,Marcel Mendes-Dudziński,Estoril Praia,GK,,23,,Full Contract,POL,240000.0,400000.0,173000.0,7/10/2023,6/30/2028,230000.0,,,40.0,0.0,40.0,0.0,0.0,6.78,0.0,0.0,2.0,Out On Loan,Trained at club (15-21),Fairly Professional,13,,,,,Below Average,12,15,10,14,13,15,10,13,13,13,12,3,1,12,3,14,1,11,11,3,12,6,16,13,11,2,1,2,16,6,14,11,14,1,13,10,13,8,12,14,2,10,12,13,13,11,,,,,,,0.0,,9.0,,,,,,,153.7,3.8,0.0,,0.0,-5.55,-0.14,82.0,,,,,,,0.15,3.0,0.07,0.0,0.0,,0.0,0.0,2.0,0.0,,,,,,0.0,0.0,68.0,811.0,20.27,554.0,13.85,10.72,4.03,0.0,0.0,0.0,0.0,45.0,1.12,71.0,53.0,53.0,24.0,0.0,,,,,,,,43.0,7.0,3.0,0.07,,0.25,0.0,0.0,0.0,0.0,3.0,0.0,30.0,5.0,23.0,,12.0,61.0,1.52,,,,,,,,3600.0,90.0,6.0,,0.0,0.0,0.0,7.0,3.0,43.0,0.0,,1.02,10.0,40.0,61.0,1.52,1.0,3.0,0.0,162.0,156.0,,
2027-2028,Mohamed-Ali Cho,Benfica,"AM (RL), ST (C)",S10,24,,Full Contract,FRA,11500000.0,15500000.0,2002000.0,1/2/2028,6/30/2032,34000000.0,,,8.0,6.0,2.0,0.0,2.0,6.81,1.0,0.0,0.0,Squad Player,,Balanced,14,,Increased,,,Low,15,1,8,15,12,12,12,1,1,13,11,9,10,12,14,3,12,14,13,9,1,11,14,4,9,10,4,8,13,11,1,15,12,11,9,4,2,4,14,13,8,10,13,1,12,10,14.0,3.82,0.55,1.0,0.27,1.09,4.0,1.0,0.27,,20.0,10.0,2.73,2.0,0.55,29.8,8.1,8.0,2.18,0.15,,,,0.0,0.0,3.55,1.0,0.27,7.0,10.09,8.0,2.18,0.0,6.0,1.64,0.0,0.0,0.0,1.0,20.0,5.0,1.36,1.0,0.27,5.0,1.36,87.0,68.0,18.55,59.0,16.09,7.36,3.82,43.0,11.73,12.0,3.27,3.0,0.82,,,,,2.0,0.0,0.0,0.27,0.0,0.0,0.0,0.55,73.0,11.0,8.0,2.18,,,0.5,0.14,-0.31,0.08,11.0,4.0,88.0,0.0,1.0,5.0,7.0,,,,,,,,,,330.0,41.25,,,0.31,0.08,0.0,,,,0.0,,2.4,,9.0,,0.27,2.45,,0.31,248.0,244.0,78.0,78.0
2027-2028,Amandio Manhita,Benfica,D (RC),,17,Rst,Full Contract,POR,19000000.0,23000000.0,250000.0,8/5/2027,6/30/2030,0.0,,,,,,,,,,,,Future Prospect,Trained at club (15-21),Fairly Professional,12,,Increased,,,Above Average,10,3,11,11,12,12,18,4,2,12,12,4,5,14,9,1,8,9,6,3,3,11,16,3,15,8,5,13,17,9,2,12,10,6,14,2,3,3,13,13,14,11,12,3,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,47.0,,
2027-2028,Marek Rybicki,Benfica,M/AM (R),S6,17,Dev,Full Contract,POL,30000000.0,46000000.0,543000.0,1/2/2028,6/30/2030,4600000.0,,,10.0,8.0,2.0,1.0,0.0,6.67,2.0,0.0,1.0,Regular Starter,,Professional,15,,Increased,,,Below Average,14,2,10,17,9,13,7,2,2,11,9,9,13,11,11,2,9,14,12,12,2,13,8,1,5,8,3,8,13,13,2,15,10,7,8,1,3,2,11,9,6,17,12,2,12,14,22.0,5.14,,5.0,1.17,0.23,1.0,2.0,0.47,13.0,11.0,17.0,3.97,2.0,0.47,36.2,8.5,10.0,2.34,0.18,,,,0.0,1.0,3.97,5.0,1.17,23.0,18.0,8.0,1.87,0.0,4.0,0.94,0.0,0.0,0.0,1.0,12.0,17.0,3.97,2.0,0.47,3.0,0.7,84.0,128.0,29.92,108.0,25.25,13.32,5.84,79.0,18.47,25.0,5.84,16.0,3.74,,,,,8.0,1.0,0.23,0.47,3.0,0.7,38.0,1.87,75.0,12.0,9.0,2.1,385.0,,0.54,0.13,-0.47,0.34,12.0,8.0,90.0,1.0,0.0,,9.0,,,0.23,,,,,,6.5,385.0,38.5,,380.0,1.47,0.34,0.0,,,,0.0,,2.8,,8.0,,0.7,1.87,,1.47,17.0,10.0,2.0,2.0
2027-2028,Patrick Alves,Ibiza,D (LC),,18,,Full Contract,CPV,3000000.0,5200000.0,181000.0,10/25/2026,6/30/2029,0.0,,,16.0,1.0,15.0,0.0,1.0,6.85,2.0,0.0,0.0,Out On Loan,Trained at club (15-21),Balanced,10,,Increased,2.0,1.0,Below Average,13,2,15,12,12,10,17,3,4,12,13,5,9,13,8,1,5,8,6,6,3,10,14,2,9,4,5,12,15,7,1,11,8,7,10,3,4,3,12,12,15,10,12,1,7,13,103.0,6.84,0.07,8.0,0.53,0.13,2.0,26.0,1.73,,,2.0,0.13,0.0,0.0,102.0,6.8,4.0,0.27,0.09,,,,0.0,0.0,1.99,73.0,4.85,71.0,4.98,22.0,1.46,0.53,9.0,0.6,5.0,0.33,0.0,0.0,0.0,2.0,0.13,0.0,0.0,9.0,0.6,88.0,844.0,56.06,743.0,49.35,3.32,14.48,45.0,2.99,17.0,1.13,61.0,4.05,,,,,3.0,11.0,0.73,0.0,0.0,0.0,0.0,0.2,95.0,19.0,18.0,1.2,,,0.76,0.05,-0.26,0.02,3.0,10.0,6.0,8.0,7.0,,1.0,,,,0.0,7.0,,,,,1355.0,84.69,,,0.26,0.02,0.0,,,,0.0,,0.69,,11.0,,1.2,0.73,,0.26,107.0,107.0,3.0,3.0
2027-2028,Wellington Luis,Nacional da Madeira,"M (R), AM (RC)",,18,Sct,Full Contract,BRA,14500000.0,18000000.0,379000.0,11/14/2026,6/30/2029,0.0,,,32.0,0.0,32.0,1.0,4.0,6.85,5.0,1.0,1.0,Out On Loan,Trained at club (15-21),Balanced,11,,,,,Low,15,1,7,15,12,11,8,2,2,12,8,10,9,14,13,1,10,14,14,8,1,7,10,2,9,8,3,5,11,13,2,13,13,8,9,1,3,2,11,6,6,9,16,4,12,12,119.0,5.0,0.17,13.0,0.55,0.46,11.0,28.0,1.18,4.0,16.0,131.0,5.5,21.0,0.88,188.8,7.9,74.0,3.11,0.1,,,,0.0,1.0,3.74,30.0,1.26,25.0,13.87,58.0,2.44,0.0,41.0,1.72,0.0,0.0,0.0,6.0,16.0,126.0,5.29,21.0,0.88,40.0,1.68,84.0,756.0,31.76,632.0,26.55,13.95,4.87,280.0,11.76,83.0,3.49,91.0,3.82,,,,,25.0,1.0,0.04,0.5,7.0,0.29,28.0,1.05,81.0,70.0,57.0,2.39,2142.0,,4.12,0.17,-1.58,0.11,32.0,24.0,22.0,11.0,14.0,,7.0,,,0.04,,,,,,,2142.0,66.94,,2097.0,2.58,0.11,0.0,,,,0.0,,1.0,,25.0,,1.76,1.05,,2.58,67.0,66.0,6.0,5.0
2027-2028,Costa,Leeds,GK,,19,Int,Full Contract,POR,36000000.0,42000000.0,650000.0,4/28/2027,6/30/2031,975000.0,,,40.0,0.0,40.0,0.0,0.0,6.47,1.0,0.0,0.0,Out On Loan,Trained at club (15-21),Perfectionist,17,,,2.0,0.0,Low,12,11,14,15,12,12,14,12,15,9,15,4,2,14,1,2,3,10,1,3,15,1,10,13,6,2,2,2,7,1,15,8,7,1,15,15,15,10,11,9,1,14,11,14,13,14,,,,,,,0.0,,3.21,,,,,,,149.5,3.8,0.0,,0.0,3.89,0.1,86.0,,,,,,,0.0,0.0,,0.0,1.0,0.03,0.0,0.0,2.0,0.0,,,,,,1.0,0.03,66.0,904.0,22.87,599.0,15.16,10.17,3.37,0.0,0.0,0.0,0.0,5.0,0.13,70.0,35.0,73.0,24.0,0.0,,,,,,,,38.0,8.0,3.0,0.08,,0.13,0.0,0.0,0.0,0.0,7.0,1.0,30.0,14.0,14.0,,12.0,60.0,1.52,,0.0,7.0,1.0,,,,3557.0,88.92,47.0,,0.0,0.0,0.0,8.0,3.0,38.0,0.0,,1.25,5.0,56.0,60.0,1.52,1.42,3.0,0.0,66.0,61.0,,
2027-2028,Stiven Rodrigues,Penafiel,"M (R), AM (RL)",,19,,Full Contract,CPV,1400000.0,3600000.0,455000.0,7/12/2027,6/30/2032,16000.0,,,23.0,1.0,22.0,3.0,6.0,7.02,0.0,1.0,2.0,Out On Loan,Trained at club (15-21),Realist,12,,,,,High,10,2,9,12,9,13,8,2,3,14,9,12,11,14,10,2,10,13,12,12,1,11,10,3,14,9,10,7,17,12,3,12,10,9,8,1,2,2,12,10,8,10,14,4,14,14,102.0,5.2,0.31,6.0,0.31,0.56,11.0,20.0,1.02,15.0,11.0,119.0,6.07,16.0,0.82,154.5,7.9,42.0,2.14,0.09,,,,1.0,0.0,3.01,43.0,2.19,42.0,15.36,41.0,2.09,0.1,41.0,2.09,0.0,0.0,0.0,3.0,13.0,51.0,2.6,6.0,0.31,34.0,1.73,81.0,626.0,31.94,504.0,25.71,18.37,3.83,212.0,10.82,59.0,3.01,73.0,3.72,,,,,20.0,0.0,0.0,0.46,8.0,0.41,40.0,1.02,70.0,56.0,39.0,1.99,588.0,,5.86,0.3,1.22,0.09,23.0,25.0,26.0,5.0,12.0,,6.0,,,0.15,,,,,,,1764.0,76.7,,1082.0,1.78,0.09,0.0,,,,0.0,,1.0,,22.0,,1.28,1.12,,1.78,83.0,83.0,3.0,3.0
2027-2028,Tom Westwood,Lugo,GK,,20,,Full Contract,ENG,30000000.0,35000000.0,312000.0,7/1/2026,6/30/2029,16000000.0,,,39.0,0.0,39.0,0.0,1.0,6.81,0.0,0.0,5.0,Out On Loan,,Light-Hearted,14,,Low,,,Above Average,14,14,8,10,12,16,12,16,9,11,12,4,1,16,1,1,3,10,3,4,15,1,14,13,9,1,3,2,11,1,13,14,11,3,14,14,13,10,10,10,3,10,11,12,9,13,,,0.03,,,,0.0,,7.17,,,,,,,141.7,3.6,0.0,,0.0,7.6,0.19,89.0,,,,,,,0.03,0.0,,0.0,1.0,0.03,0.0,0.0,1.0,0.0,,,,,,1.0,0.03,73.0,953.0,24.23,692.0,17.59,6.46,4.22,0.0,0.0,0.0,0.0,6.0,0.15,74.0,32.0,79.0,21.0,0.0,,,,,,,,29.0,7.0,2.0,0.05,,0.25,0.09,0.0,0.0,0.0,10.0,0.0,38.0,8.0,16.0,,15.0,48.0,1.22,,,,,,,,3540.0,90.77,82.0,,0.0,0.0,0.0,7.0,2.0,29.0,0.0,,1.36,10.0,41.0,48.0,1.22,1.04,3.0,0.0,59.0,57.0,,
2027-2028,Jorge Lucero,Benfica,"AM (R), ST (C)",S9,19,Loa,Full Contract,ARG,15500000.0,22000000.0,572000.0,9/1/2027,6/30/2032,13250000.0,,,14.0,8.0,6.0,5.0,1.0,7.09,0.0,0.0,0.0,Fringe Player,,Fairly Determined,15,,Increased,,,Below Average,16,1,9,16,11,16,8,1,1,11,6,8,13,12,16,3,10,14,17,10,2,15,12,4,13,9,1,6,15,13,1,12,10,4,6,3,2,3,12,9,3,8,14,2,12,12,40.0,5.0,0.12,4.0,0.5,0.5,4.0,5.0,0.62,28.0,23.0,21.0,2.62,5.0,0.62,64.4,8.1,17.0,2.12,0.18,,,,0.0,0.0,2.5,20.0,2.5,50.0,13.62,8.0,1.0,0.0,11.0,1.38,0.0,0.0,0.0,4.0,24.0,21.0,2.62,5.0,0.62,11.0,1.38,82.0,281.0,35.12,231.0,28.88,13.12,5.38,81.0,10.12,16.0,2.0,16.0,2.0,,,,,18.0,1.0,0.12,1.0,8.0,1.0,44.0,2.25,83.0,12.0,10.0,1.25,144.0,,1.37,0.17,1.77,0.4,22.0,8.0,86.0,1.0,1.0,12.0,12.0,,,0.62,,,,,,,720.0,51.43,,156.0,3.23,0.4,0.0,,,,0.0,,2.64,,26.0,,0.38,3.25,,3.23,39.0,36.0,10.0,9.0
2027-2028,Daniel Portugal,Benfica,"M (C), AM (RC)",,19,Loa,Full Contract,BRA,24000000.0,29000000.0,754000.0,1/2/2028,6/30/2032,14000000.0,,,1.0,1.0,,1.0,0.0,7.4,0.0,0.0,0.0,Breakthrough Prospect,,Fairly Determined,15,,Increased,,,Low,13,2,12,16,14,12,10,2,2,12,12,8,10,12,12,2,8,13,12,7,2,10,12,1,7,12,3,12,15,12,1,15,11,5,9,3,3,2,13,13,14,12,13,1,12,13,0.0,,,0.0,,,0.0,0.0,,33.0,,0.0,,0.0,,2.7,,1.0,,0.08,,,,0.0,0.0,,,,,,1.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,90.0,21.0,,19.0,,,,0.0,,0.0,,0.0,,,,,,3.0,0.0,,,1.0,,33.0,,,0.0,,,26.0,,0.0,,0.75,,0.0,0.0,100.0,0.0,0.0,1.0,1.0,,,,,,,,,,26.0,26.0,,22.0,0.25,,0.0,,,,0.0,,,,2.0,,,,,0.25,33.0,30.0,4.0,3.0
2027-2028,Victor Saraiva,BVT,D (C),,20,,Full Contract,POR,6400000.0,8400000.0,390000.0,8/1/2027,6/30/2031,0.0,,,12.0,0.0,12.0,1.0,0.0,6.95,0.0,0.0,0.0,Out On Loan,Trained at club (15-21),Balanced,13,,,,,Below Average,15,2,10,14,13,14,9,3,3,11,14,5,9,13,9,3,7,11,11,7,3,12,14,2,9,6,6,13,15,11,1,15,12,6,13,2,1,4,12,13,12,11,11,1,12,11,74.0,6.31,,11.0,0.94,,0.0,15.0,1.28,33.0,,2.0,0.17,0.0,0.0,82.6,7.0,2.0,0.17,0.05,,,,0.0,0.0,2.47,45.0,3.84,61.0,5.28,17.0,1.45,0.85,4.0,0.34,6.0,0.51,0.0,0.0,0.0,2.0,0.17,0.0,0.0,4.0,0.34,91.0,675.0,57.53,615.0,52.41,2.9,18.15,33.0,2.81,13.0,1.11,41.0,3.49,,,,,3.0,8.0,0.68,0.26,2.0,0.17,67.0,0.26,61.0,18.0,11.0,0.94,1056.0,,0.2,0.02,0.84,0.01,1.0,3.0,50.0,4.0,2.0,,6.0,,,0.09,,,,,,,1056.0,88.0,,257.0,0.16,0.01,0.0,,,,0.0,,1.83,,18.0,,0.77,1.53,,0.16,126.0,125.0,3.0,3.0
2027-2028,Michée Ndembi,Benfica,D (C),S8,20,Loa,Full Contract,BEL,13500000.0,15500000.0,222000.0,7/10/2027,6/30/2031,0.0,,,17.0,11.0,6.0,1.0,1.0,6.91,2.0,0.0,0.0,Breakthrough Prospect,Trained in nation (15-21),Resolute,15,,Increased,,,Below Average,15,2,11,15,14,14,13,1,3,11,12,3,7,12,8,1,6,10,12,5,1,12,14,2,9,5,5,12,17,8,3,16,8,5,13,2,2,3,13,14,13,12,9,1,12,12,51.0,6.02,0.12,3.0,0.35,,0.0,12.0,1.42,20.0,20.0,5.0,0.59,1.0,0.12,60.3,7.1,4.0,0.47,0.14,,,,0.0,0.0,2.71,28.0,3.3,55.0,3.54,14.0,1.65,0.12,1.0,0.12,1.0,0.12,0.0,1.0,20.0,5.0,0.59,1.0,0.12,1.0,0.12,93.0,624.0,73.6,581.0,68.53,5.54,9.08,18.0,2.12,6.0,0.71,57.0,6.72,,,,,5.0,3.0,0.35,0.0,1.0,0.12,20.0,0.59,86.0,7.0,6.0,0.71,763.0,,0.36,0.04,0.31,0.08,1.0,5.0,88.0,1.0,1.0,1.0,15.0,,,0.12,,,,,,,763.0,44.88,,179.0,0.69,0.08,0.0,,,,0.0,,2.71,,21.0,,0.59,2.48,,0.69,123.0,117.0,2.0,2.0
2027-2028,Ian Subiabre,Estrela da Amadora SAD,"AM (RLC), ST (C)",,21,,Full Contract,ARG,9000000.0,11500000.0,359000.0,1/2/2026,6/30/2030,10000000.0,,,13.0,0.0,13.0,4.0,1.0,6.85,1.0,0.0,2.0,Out On Loan,,Balanced,10,,,,,Above Average,15,1,6,14,10,16,7,2,3,12,6,10,13,13,15,2,15,12,15,9,3,10,5,3,13,13,8,6,16,13,1,13,15,5,5,2,3,1,14,10,9,9,10,3,12,12,60.0,4.63,0.08,3.0,0.23,0.46,6.0,9.0,0.69,33.0,40.0,28.0,2.16,9.0,0.69,105.2,8.1,35.0,2.7,0.2,,,,0.0,2.0,4.16,6.0,0.46,10.0,10.72,22.0,1.7,0.0,12.0,0.93,0.0,0.0,0.0,8.0,32.0,20.0,1.54,8.0,0.62,11.0,0.85,85.0,518.0,39.95,441.0,34.01,12.57,6.02,129.0,9.95,26.0,2.01,37.0,2.85,,,,,12.0,1.0,0.08,0.39,5.0,0.39,42.0,0.93,79.0,29.0,23.0,1.77,291.75,,2.42,0.19,1.58,0.19,16.0,13.0,38.0,5.0,3.0,,5.0,,,0.31,,,,,,,1167.0,89.77,,357.0,2.42,0.19,0.0,,,,0.0,,1.54,,17.0,,1.08,1.31,,2.42,75.0,75.0,26.0,26.0
2027-2028,Jair Monteiro,Magdeburg,ST (C),,21,,Full Contract,POR,650000.0,950000.0,225000.0,7/9/2027,6/30/2029,28500.0,,,35.0,0.0,35.0,9.0,0.0,6.63,0.0,0.0,0.0,Out On Loan,Trained at club (15-21),Resolute,15,,,,,Below Average,14,1,9,14,13,15,9,1,3,13,13,8,10,13,12,1,13,12,13,6,1,12,14,2,8,11,5,8,16,14,2,13,10,10,11,4,2,3,13,14,7,9,11,1,11,9,348.0,10.89,,7.0,0.22,0.16,5.0,14.0,0.44,10.0,31.0,19.0,0.59,6.0,0.19,240.3,7.5,44.0,1.38,0.11,,,,0.0,3.0,6.85,129.0,4.04,37.0,7.01,28.0,0.88,0.06,9.0,0.28,0.0,0.0,0.0,30.0,32.0,19.0,0.59,6.0,0.19,9.0,0.28,83.0,697.0,21.81,578.0,18.09,20.43,2.1,207.0,6.48,50.0,1.56,17.0,0.53,,,,,88.0,0.0,0.0,1.0,41.0,1.28,47.0,2.75,87.0,55.0,48.0,1.5,319.56,,2.21,0.07,-0.61,0.3,77.0,44.0,34.0,8.0,15.0,,12.0,,,0.28,,,,,,,2876.0,82.17,,63.0,9.61,0.3,0.0,,,,0.0,,1.26,,29.0,,1.56,0.91,,9.61,120.0,118.0,34.0,33.0
2027-2028,André Moreira,Benfica,GK,,21,U23,Full Contract,POR,3200000.0,8600000.0,212000.0,7/10/2027,6/30/2030,0.0,,,27.0,1.0,26.0,0.0,0.0,6.89,1.0,0.0,0.0,Breakthrough Prospect,Trained at club (15-21),Resolute,15,,Low,,,Below Average,12,14,7,15,13,15,8,14,13,12,12,3,1,12,3,11,3,10,8,3,11,6,15,12,8,1,2,1,14,6,14,12,11,3,13,10,13,9,13,14,3,12,10,12,13,13,,,,,,,0.0,,6.65,,,,,,,89.0,3.4,0.0,,0.0,-0.11,-0.0,93.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,65.0,617.0,23.58,398.0,15.21,4.97,6.23,0.0,0.0,0.0,0.0,0.0,0.0,74.0,15.0,30.0,10.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,,0.54,0.0,0.0,0.0,0.0,16.0,1.0,63.0,5.0,5.0,1.0,17.0,22.0,0.84,,,,,,,,2355.0,87.22,37.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.07,14.0,54.0,19.0,0.73,2.06,2.0,0.0,136.0,112.0,3.0,3.0
2027-2028,Gianluca Prestianni,Famalicão,"M (RC), AM (RLC)",,22,,Full Contract,ARG,3400000.0,4700000.0,1086000.0,1/31/2024,6/30/2029,11750000.0,,,26.0,0.0,26.0,6.0,4.0,6.93,7.0,0.0,3.0,Out On Loan,Trained in nation (15-21),Balanced,14,,,,,Below Average,13,2,12,15,14,13,13,3,4,13,12,11,12,14,15,2,10,13,15,11,2,6,5,2,6,12,5,6,13,14,3,13,14,11,10,1,1,2,13,10,7,12,13,2,14,12,88.0,3.57,0.16,5.0,0.2,0.73,18.0,26.0,1.05,19.0,22.0,156.0,6.32,27.0,1.09,198.3,8.0,94.0,3.81,0.14,,,,6.0,0.0,2.92,16.0,0.65,18.0,14.51,46.0,1.86,0.04,48.0,1.95,2.0,0.08,0.0,12.0,17.0,81.0,3.28,18.0,0.73,31.0,1.26,86.0,969.0,39.28,833.0,33.77,15.81,5.72,407.0,16.5,103.0,4.18,91.0,3.69,,,,,32.0,1.0,0.04,0.69,15.0,0.61,47.0,1.3,84.0,73.0,61.0,2.47,370.0,,5.21,0.21,1.55,0.18,47.0,36.0,42.0,7.0,8.0,,11.0,,,0.24,,,,,,,2220.0,85.38,,96.0,4.45,0.18,0.0,,,,0.0,,1.54,,34.0,,1.14,1.38,,4.45,152.0,150.0,16.0,15.0
